t;agent_type;position;revenue;imbalance;da_position;capacity
114;RandomLiquidityAgent;-32.04539420183359;-3927.229256274638;0.0;0.0;100.0
115;RandomLiquidityAgent;-27.689726362921647;-3650.922583912888;0.0;0.0;100.0
116;RandomLiquidityAgent;-27.689726362921647;-3650.922583912888;0.0;0.0;100.0
117;RandomLiquidityAgent;-27.689726362921647;-3650.922583912888;0.0;0.0;100.0
118;RandomLiquidityAgent;-27.689726362921647;-3650.922583912888;0.0;0.0;100.0
119;RandomLiquidityAgent;-27.689726362921647;-3650.922583912888;0.0;0.0;100.0
120;RandomLiquidityAgent;-25.301451511031555;-3471.1988394385708;0.0;0.0;100.0
121;RandomLiquidityAgent;-25.301451511031555;-3471.1988394385708;0.0;0.0;100.0
122;RandomLiquidityAgent;-21.949430354800395;-3362.1182431361817;0.0;0.0;100.0
123;RandomLiquidityAgent;-21.949430354800395;-3362.1182431361817;0.0;0.0;100.0
124;RandomLiquidityAgent;-21.949430354800395;-3362.1182431361817;0.0;0.0;100.0
125;RandomLiquidityAgent;-11.998702193655774;-2620.896209902133;0.0;0.0;100.0
126;RandomLiquidityAgent;-10.86508049529726;-2596.972920357053;0.0;0.0;100.0
127;RandomLiquidityAgent;-10.86508049529726;-2596.972920357053;0.0;0.0;100.0
128;RandomLiquidityAgent;-17.55267497341554;-2796.005192978643;0.0;0.0;100.0
129;RandomLiquidityAgent;-23.264035992519442;-3017.881862778437;0.0;0.0;100.0
130;RandomLiquidityAgent;-27.367258430989963;-3142.220104459749;0.0;0.0;100.0
131;RandomLiquidityAgent;-27.367258430989963;-3142.220104459749;0.0;0.0;100.0
132;RandomLiquidityAgent;-27.367258430989963;-3142.220104459749;0.0;0.0;100.0
133;RandomLiquidityAgent;-30.942256490953902;-3333.276780308555;0.0;0.0;100.0
134;RandomLiquidityAgent;-21.890519036358423;-2929.7975303289136;0.0;0.0;100.0
135;RandomLiquidityAgent;-21.890519036358423;-2929.7975303289136;0.0;0.0;100.0
136;RandomLiquidityAgent;-21.890519036358423;-2929.7975303289136;0.0;0.0;100.0
137;RandomLiquidityAgent;-23.203709728545302;-2957.9291707619095;0.0;0.0;100.0
138;RandomLiquidityAgent;-30.315268240765857;-3408.0976371576726;0.0;0.0;100.0
139;RandomLiquidityAgent;-30.315268240765857;-3408.0976371576726;0.0;0.0;100.0
140;RandomLiquidityAgent;-30.315268240765857;-3408.0976371576726;0.0;0.0;100.0
141;RandomLiquidityAgent;-30.315268240765857;-3408.0976371576726;0.0;0.0;100.0
