agent_id,agent_type,capacity,da_position,est_imb_price_down,est_imb_price_up,imbalance,imbalance_cost,position,product_id,revenue,t
12,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,0
12,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,1
12,DispatchableAgent,100.0,50.0,0.0,0.0,46.800000000000004,2808.0000000000005,3.199999999999997,0,166.8384448316511,2
12,DispatchableAgent,100.0,50.0,0.0,0.0,46.800000000000004,2808.0000000000005,3.199999999999997,0,166.8384448316511,3
12,DispatchableAgent,100.0,50.0,0.0,0.0,41.800000000000004,2508.0000000000005,8.199999999999996,0,424.48193428194776,4
12,DispatchableAgent,100.0,50.0,0.0,0.0,36.79999999999999,2207.9999999999995,13.200000000000008,0,681.6653688400793,5
12,DispatchableAgent,100.0,50.0,0.0,0.0,36.79999999999999,2207.9999999999995,13.200000000000008,0,681.6653688400793,6
12,DispatchableAgent,100.0,50.0,0.0,0.0,36.79999999999999,2207.9999999999995,13.200000000000008,0,681.6653688400793,7
12,DispatchableAgent,100.0,50.0,0.0,0.0,31.79999999999998,1907.9999999999989,18.20000000000002,0,939.0969392935174,8
12,DispatchableAgent,100.0,50.0,0.0,0.0,31.79999999999998,1907.9999999999989,18.20000000000002,0,939.0969392935174,9
12,DispatchableAgent,100.0,50.0,0.0,0.0,26.79999999999997,1607.9999999999982,23.20000000000003,0,1195.0646298571655,10
12,DispatchableAgent,100.0,50.0,0.0,0.0,26.79999999999997,1607.9999999999982,23.20000000000003,0,1195.0646298571655,11
12,DispatchableAgent,100.0,50.0,0.0,0.0,26.79999999999997,1607.9999999999982,23.20000000000003,0,1195.0646298571655,12
12,DispatchableAgent,100.0,50.0,0.0,0.0,26.79999999999997,1607.9999999999982,23.20000000000003,0,1195.0646298571655,13
12,DispatchableAgent,100.0,50.0,0.0,0.0,26.79999999999997,1607.9999999999982,23.20000000000003,0,1195.0646298571655,14
12,DispatchableAgent,100.0,50.0,0.0,0.0,26.79999999999997,1607.9999999999982,23.20000000000003,0,1195.0646298571655,15
12,DispatchableAgent,100.0,50.0,0.0,0.0,21.799999999999955,1307.9999999999973,28.200000000000045,0,1449.177027113702,16
12,DispatchableAgent,100.0,50.0,0.0,0.0,21.799999999999955,1307.9999999999973,28.200000000000045,0,1449.177027113702,17
12,DispatchableAgent,100.0,50.0,0.0,0.0,21.799999999999955,1307.9999999999973,28.200000000000045,0,1449.177027113702,18
12,DispatchableAgent,100.0,50.0,0.0,0.0,16.799999999999955,1007.9999999999973,33.200000000000045,0,1701.966525070058,19
12,DispatchableAgent,100.0,50.0,0.0,0.0,16.799999999999955,1007.9999999999973,33.200000000000045,0,1701.966525070058,20
12,DispatchableAgent,100.0,50.0,0.0,0.0,13.399999999999984,803.9999999999991,36.600000000000016,0,1881.6018811309184,21
12,DispatchableAgent,100.0,50.0,0.0,0.0,13.399999999999984,803.9999999999991,36.600000000000016,0,1881.6018811309184,22
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,23
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,24
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,25
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,26
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,27
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,28
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,29
12,DispatchableAgent,100.0,50.0,0.0,0.0,12.199999999999974,731.9999999999984,37.800000000000026,0,1944.022592168888,30
12,DispatchableAgent,100.0,50.0,0.0,0.0,8.900000000000006,534.0000000000003,41.099999999999994,0,2121.6051855725073,31
12,DispatchableAgent,100.0,50.0,0.0,0.0,6.500000000000028,390.0000000000017,43.49999999999997,0,2252.187661994978,32
12,DispatchableAgent,100.0,50.0,0.0,0.0,6.500000000000028,390.0000000000017,43.49999999999997,0,2252.187661994978,33
12,DispatchableAgent,100.0,50.0,0.0,0.0,6.500000000000028,390.0000000000017,43.49999999999997,0,2252.187661994978,34
12,DispatchableAgent,100.0,50.0,0.0,0.0,6.500000000000028,390.0000000000017,43.49999999999997,0,2252.187661994978,35
12,DispatchableAgent,100.0,50.0,0.0,0.0,6.500000000000028,390.0000000000017,43.49999999999997,0,2252.187661994978,36
12,DispatchableAgent,100.0,50.0,0.0,0.0,6.500000000000028,390.0000000000017,43.49999999999997,0,2252.187661994978,37
12,DispatchableAgent,100.0,50.0,0.0,0.0,6.500000000000028,390.0000000000017,43.49999999999997,0,2252.187661994978,38
12,DispatchableAgent,100.0,50.0,0.0,0.0,1.500000000000071,90.00000000000426,48.49999999999993,0,2512.1450528403757,39
12,DispatchableAgent,100.0,50.0,0.0,0.0,1.500000000000071,90.00000000000426,48.49999999999993,0,2512.1450528403757,40
12,DispatchableAgent,100.0,50.0,0.0,0.0,1.4210854715202004e-14,8.526512829121202e-13,49.999999999999986,0,2593.1541772832165,41
12,DispatchableAgent,100.0,50.0,0.0,0.0,1.4210854715202004e-14,8.526512829121202e-13,49.999999999999986,0,2593.1541772832165,42
