agent_id,agent_type,capacity,da_position,est_imb_price_down,est_imb_price_up,imbalance,imbalance_cost,position,product_id,revenue,t
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,0
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,1
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,2
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,3
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,4
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,5
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,6
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,7
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,8
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,9
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,10
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,11
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,12
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,13
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,14
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,15
13,DispatchableAgent,100.0,50.0,0.0,0.0,50.0,3000.0,0.0,0,0.0,16
13,DispatchableAgent,100.0,50.0,0.0,0.0,48.89999999999998,2933.9999999999986,1.100000000000021,0,57.78669635987967,17
13,DispatchableAgent,100.0,50.0,0.0,0.0,45.29999999999998,2717.999999999999,4.70000000000002,0,242.11715510890008,18
13,DispatchableAgent,100.0,50.0,0.0,0.0,45.29999999999998,2717.999999999999,4.70000000000002,0,242.11715510890008,19
13,DispatchableAgent,100.0,50.0,0.0,0.0,45.29999999999998,2717.999999999999,4.70000000000002,0,242.11715510890008,20
13,DispatchableAgent,100.0,50.0,0.0,0.0,45.29999999999998,2717.999999999999,4.70000000000002,0,242.11715510890008,21
13,DispatchableAgent,100.0,50.0,0.0,0.0,45.29999999999998,2717.999999999999,4.70000000000002,0,242.11715510890008,22
13,DispatchableAgent,100.0,50.0,0.0,0.0,45.29999999999998,2717.999999999999,4.70000000000002,0,242.11715510890008,23
13,DispatchableAgent,100.0,50.0,0.0,0.0,45.29999999999998,2717.999999999999,4.70000000000002,0,242.11715510890008,24
13,DispatchableAgent,100.0,50.0,0.0,0.0,42.19999999999998,2531.999999999999,7.8000000000000185,0,400.2594031155837,25
13,DispatchableAgent,100.0,50.0,0.0,0.0,41.89999999999998,2513.9999999999986,8.10000000000002,0,416.0707820254605,26
13,DispatchableAgent,100.0,50.0,0.0,0.0,41.89999999999998,2513.9999999999986,8.10000000000002,0,416.0707820254605,27
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,28
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,29
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,30
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,31
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,32
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,33
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,34
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,35
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,36
13,DispatchableAgent,100.0,50.0,0.0,0.0,38.09999999999997,2285.999999999998,11.900000000000027,0,610.3152036589096,37
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,38
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,39
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,40
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,41
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,42
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,43
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,44
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,45
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,46
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,47
13,DispatchableAgent,100.0,50.0,0.0,0.0,33.69999999999992,2021.999999999995,16.30000000000008,0,836.0946465686541,48
