agent_id,agent_type,capacity,da_position,est_imb_price_down,est_imb_price_up,imbalance,imbalance_cost,position,revenue,t
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-0.8999999999999999,36.0,0.8999999999999999,45.97346886397296,1
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-1.2,48.0,1.2,58.960089432372314,2
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.5999999999999996,144.0,3.5999999999999996,179.13117540529748,3
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.3,132.0,3.3,165.8242067823134,4
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.6000000000000005,144.00000000000003,3.6000000000000005,178.85795818422096,5
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.0000000000000013,120.00000000000006,3.0000000000000013,149.26461713245823,6
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.0000000000000013,120.00000000000006,3.0000000000000013,146.44498040868842,7
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-2.4000000000000012,96.00000000000006,2.4000000000000012,114.94709722949885,8
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-1.8000000000000014,72.00000000000006,1.8000000000000014,85.05533717622629,9
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-0.3000000000000012,12.000000000000048,0.3000000000000012,8.179276566477336,10
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-1.200000000000001,48.00000000000004,1.200000000000001,55.98839417005571,11
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-1.500000000000001,60.00000000000004,1.500000000000001,71.86922259298882,12
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.6,144.0,3.6,178.9959219816811,13
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-4.599999999999999,183.99999999999994,4.599999999999999,229.03504003068923,14
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.699999999999995,147.9999999999998,3.699999999999995,182.33242846112367,15
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.6999999999999953,147.9999999999998,3.6999999999999953,182.88715625024878,16
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.3999999999999964,135.99999999999986,3.3999999999999964,168.79485562534938,17
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-4.599999999999996,183.99999999999983,4.599999999999996,229.70417443655313,18
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.3999999999999964,135.99999999999986,3.3999999999999964,171.490162406061,19
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-4.899999999999996,195.99999999999983,4.899999999999996,245.52481551966488,20
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.9999999999999964,159.99999999999986,3.9999999999999964,198.1502892870957,21
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.999999999999997,159.9999999999999,3.999999999999997,199.67382861593484,22
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-2.4999999999999987,99.99999999999994,2.4999999999999987,126.35759183607074,23
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.699999999999998,147.99999999999991,3.699999999999998,187.4707150310703,24
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-3.9999999999999982,159.99999999999994,3.9999999999999982,199.64731996957727,25
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-4.7999999999999945,191.99999999999977,4.7999999999999945,242.06150592238026,26
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-5.999999999999995,239.99999999999977,5.999999999999995,302.59752159463676,27
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-5.999999999999995,239.99999999999977,5.999999999999995,303.3428861848831,28
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.899999999999995,275.9999999999998,6.899999999999995,346.7899557686485,29
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-5.699999999999995,227.9999999999998,5.699999999999995,286.902735297516,30
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.899999999999994,275.9999999999998,6.899999999999994,348.8701232684905,31
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.29999999999999,251.9999999999996,6.29999999999999,321.9275320264738,32
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.299999999999993,251.99999999999972,6.299999999999993,324.4282529929275,33
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.299999999999993,251.99999999999972,6.299999999999993,322.452157274916,34
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-7.799999999999992,311.99999999999966,7.799999999999992,396.77655286305014,35
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-8.099999999999993,323.9999999999997,8.099999999999993,414.6834357299063,36
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-7.499999999999994,299.9999999999998,7.499999999999994,384.158257955743,37
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.899999999999997,275.9999999999999,6.899999999999997,349.70077506516077,38
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-8.099999999999996,323.99999999999983,8.099999999999996,411.21067193647536,39
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.899999999999997,275.9999999999999,6.899999999999997,349.9683714601811,40
30,RandomLiquidityAgent,100.0,0.0,0.0,0.0,-6.799999999999998,271.99999999999994,6.799999999999998,342.7431196975404,41
